P62195	270
P06493	270
O14744	269
P42858	269
Q9HCE5	269
Q9BYN8	269
Q96PU5	269
Q06124	268
P62913	268
P62820	268
Q15370	268
P36578	266
Q9NS69	265
Q15843	265
O75533	265
Q7L2E3	265
O43390	265
Q96KC8	264
P05388	264
P36542	264
P52597	263
P52292	263
P35240	263
Q15125	262
P51668	262
Q14974	262
P27105	262
P01375	262
P50990	262
P23246	261
Q15149	261
Q92993	261
Q9Y5V3	260
P47755	260
Q15796	260
P55084	260
Q86YT6	260
Q14683	260
Q16643	259
P23284	259
Q9BQE3	259
Q00765	258
P43897	258
Q99497	258
O95352	258
Q96BA8	257
P61586	257
Q9NVH0	257
Q9H2K0	257
O75400	256
P60033	256
Q6ZW49	256
P11362	255
Q9H741	255
Q6P1J9	255
O14777	255
P62906	255
Q16891	254
O75396	254
Q9NUX5	254
O95376	254
Q9Y320	254
O75439	254
Q9BQ67	254
Q99460	254
P19784	254
P04049	253
P06241	253
Q9H8Y8	253
Q8N9N5	253
Q9UJV3	252
Q92900	252
P51587	252
P17980	252
P31040	252
P62750	252
Q13643	251
P12268	251
Q9BQA1	251
Q63HR2	251
Q13586	251
P31947	251
P11802	251
O00571	250
P06400	250
P55196	250
Q9UNN5	250
Q9NRR5	250
Q96EQ0	250
Q16740	250
O43143	249
Q96EB6	249
P05783	249
P45973	249
Q96GM5	249
P17931	249
P61964	249
Q9BSH4	248
Q15691	248
P39023	248
Q92624	247
Q9H0D6	247
Q96Q45	247
Q6NUN9	247
P42766	247
P61289	247
P61088	247
Q04917	247
P51532	246
P51531	246
P10398	246
P27797	246
Q9BZL6	246
P09467	246
P05412	245
P11441	245
P62888	245
O95816	245
P46199	245
P51116	244
Q9UMS4	244
P46531	243
P48643	243
P61077	243
P36776	243
P17612	243
P20618	243
O43852	243
Q9UGI8	243
P29401	243
P62081	242
Q99816	242
P37231	242
Q6IN84	242
P10909	242
Q96EA4	242
P61313	242
O00559	242
Q96ST3	242
P26196	241
P19387	241
Q92997	241
O43639	241
Q9NZQ7	241
Q92538	241
Q13895	240
P25054	240
P49023	240
P26371	240
Q15118	240
P61962	239
P26641	239
Q02543	239
Q969Z0	239
Q66GS9	239
Q13485	238
Q14192	238
P05023	238
Q13200	238
Q00059	238
Q8N6Y0	238
P20337	238
O95900	237
O43741	237
P48729	237
A3KMH1	237
P62917	236
P14923	236
Q9GZS1	236
P49427	236
Q05513	236
Q8IXI1	236
Q9C0E8	236
P00387	236
P31948	236
P35613	236
Q9H1X3	236
Q9UGP8	235
Q96AG3	235
Q8N726|P42771	235
Q9Y383	235
P07355	234
A6NEM1	234
P23258	234
Q8N122	234
P55036	233
Q6ZU80	233
P25440	233
P28331	232
P37840	232
P68363	232
Q9Y3B7	232
P68371	232
Q8N884	232
Q13490	232
Q16637	231
P08047	231
P17096	231
Q92841	231
P62277	231
P01137	230
P49759	230
Q562R1	230
Q13635	230
P83731	230
Q96TC7	229
Q15942	229
Q96GG9	228
O15027	228
Q9NZI8	228
P63010	228
Q13363	228
Q96EY1	228
Q16795	228
Q92804	228
P61221	228
P32969	227
Q86TM6	227
P25490	227
Q13418	227
P62249	227
Q86V81	227
Q99873	227
Q92785	227
Q9BVG8	227
Q9H2C0	227
Q9Y277	226
P27361	226
O15160	226
Q13137	226
P22695	226
Q13310	225
P56537	225
O00468	225
Q96RP9	225
P61353	225
P10176	225
Q9Y4W6	225
Q5JTZ9	225
Q15059	224
Q07627	224
Q8TED1	224
P55317	224
Q86XF0	223
P05556	223
Q63ZY3	223
P40692	223
Q16539	223
Q9Y4X5	222
P02786	222
Q8TD31	222
P00338	222
P08727	221
P25791	221
Q7KZN9	221
O14979	220
Q7L0Q8	220
Q9NR77	220
Q07955	220
P50552	220
P30050	219
P42345	219
O00267	219
Q00325	219
Q9GZQ8	219
P16615	218
Q07666	218
Q13315	218
P62269	218
P26373	218
O00264	218
Q99471	218
P84098	217
O75208	217
Q9UKX7	217
Q7Z434	217
Q08380	217
O15164	217
Q9Y5M8	216
O15379	216
P21675	216
Q12824	216
Q92499	216
Q9BX68	216
Q9P0P8	216
P62244	215
Q9Y2W1	215
Q01082	215
Q9P0N5	215
P05387	215
Q8TEW0	215
Q16576	215
Q9BVS5	215
Q8NHQ1	215
P46781	215
Q96E29	214
P62304	213
P62851	213
Q15051	213
P61513	213
Q9H9S0	213
Q96LU5	213
Q13064	213
Q8IUG1	213
Q8WV44	213
P51784	212
P24385	212
Q7Z417	212
Q96J02	211
P07947	211
P36406	211
Q66K64	211
P10599	210
O75367	210
P19438	210
P48047	210
Q9UM54	210
Q86U44	210
Q96E11	210
P62280	209
P62879	209
P18206	209
P10412	209
P43220	209
Q15393	208
P38159	208
P24539	208
P49674	208
Q96PK6	207
Q8IUQ4	207
O75643	207
P62987	207
P10636	207
Q14247	207
P30519	207
Q12797	207
P33993	206
O95661	206
Q9Y2D8	206
P30086	206
O43482	206
Q9H8W4	206
Q96FW1	206
Q9NWT8	205
Q3SXY8	205
P46783	205
P35998	205
Q9NY72	205
P61604	204
P18621	204
Q15287	204
O75604	204
P34931	204
O96008	203
P35610	203
P15336	203
Q9GZT3	203
O43464	203
O00159	203
Q9BSJ5	203
P22314	203
P05141	203
Q5JXX7	203
Q9UL15	203
P54646	202
P09936	202
P00519	202
P82933	202
P55081	201
Q13131	201
P46087	201
Q13127	201
Q96AJ1	201
Q93008	201
P06753	201
Q96EY7	201
Q9ULK4	201
P29317	201
O60264	200
P17252	200
P55209	200
Q9BUJ2	200
Q96RD7	200
P30876	200
P23588	200
Q9HD26	200
Q3LI66	200
O43809	200
Q9UHD2	200
P29350	200
Q92831	199
Q9HBL8	199
Q9UER7	199
Q9NR28	199
O43791	199
P54725	199
Q7L8L6	199
P60328	199
O95273	199
O95429	198
P62979	198
Q9UBS4	198
Q92540	197
Q13625	197
Q9UPY8	197
Q96EZ8	197
Q99729	197
O00429	196
Q13309	196
Q13825	196
Q92734	196
P62333	196
Q15084	196
Q92844	196
P46779	196
Q8WVC0	195
Q14204	195
Q14562	195
Q9UKM9	195
P11177	195
Q96G01	194
P43686	194
P35221	194
P23528	194
Q06609	194
Q15038	194
O43175	194
Q8N6T7	194
Q3KP44	194
P62191	194
O00483	194
P30084	194
P19838	193
Q16623	193
O75381	193
Q9H0I2	193
P60900	193
O75306	192
Q9UBS0	192
Q9NT62	192
Q9BXB1	192
O75376	192
P49840	192
Q9Y3U8	192
Q9ULV4	192
O43318	192
Q96I24	191
Q9Y5B9	191
P41743	191
O14880	191
Q5T3J3	191
O15173	191
P49821	191
Q6UY01	190
Q4VCS5	190
Q9BPW8	190
O94776	190
P42224	190
P51991	190
Q8N720	190
P19388	190
P55769	190
P48634	189
Q9BZE4	189
Q5SW79	189
P98170	189
P68036	189
O43865	189
Q5T749	189
P15923	188
P07814	188
Q13409	188
Q86X55	188
O43169	188
Q7KZF4	188
P49459	188
Q14847	187
P29692	187
P62937	187
P00558	187
O00217	187
Q9UM11	187
P45983	187
P02647	187
P14678	187
P20226	187
P27708	187
P62995	187
Q04695	187
Q9NU19	187
Q9Y2R9	187
P46734	186
Q9NQC3	186
Q15369	186
Q9Y2G8	186
Q9H492	186
O95983	186
P49792	186
Q9UPQ9	186
Q07817	186
P23497	186
P04183	186
Q8N5M9	186
P09496	185
P25205	185
Q9Y2X3	185
P08069	185
O75787	185
Q13561	185
P22736	185
P48039	185
Q15645	185
P32242	185
Q9Y3E0	185
Q14145	185
Q9BYQ4	185
Q08945	184
P43246	184
Q05397	184
P46782	184
Q92633	184
Q15428	184
Q96IK5	184
Q92614	184
P50897	184
O43172	184
Q96T76	183
Q06830	183
Q9Y294	183
Q86Y82	183
P05386	183
Q09666	183
P40222	183
Q92922	183
P62266	183
Q15459	182
P51114	182
P63261	182
Q15050	182
O14579	182
Q02750	182
P26599	182
Q9Y5K5	182
Q9NR30	182
Q9HC52	182
Q6PKG0	182
Q9UHX1	181
P63165	181
P53621	181
Q9NR12	181
P12236	181
P47974	181
P15924	181
P43364	181
P51398	181
O43242	181
P30048	180
Q01196	180
P51608	180
O43707	180
Q8TAP6	180
P15941	180
Q01804	180
Q6ZN04	180
P46778	180
O00303	180
Q8TCJ0	180
Q9UBX2	180
Q86YD7	180
Q8IY34	180
P48165	180
P35268	179
Q00534	179
Q9P2J5	179
Q13595	179
P62306	179
Q86VR2	179
P14136	179
Q14790	179
Q15025	179
P07195	179
Q8IYB3	179
Q9NX63	178
P84103	178
P12814	178
O60573	178
P78347	178
P60842	178
O60832	178
Q8TAU3	178
Q96CV9	178
P30260	177
P27540	177
A5YKK6	177
Q9GZR7	177
Q969X5	177
Q9NRM7	177
O43463	177
Q8TEB9	177
Q9NYY8	177
Q9NZJ7	177
P47897	176
Q9UKT9	176
Q9UGC7	176
Q2TAC2	176
Q15637	176
P26358	176
P08195	176
Q9BYD3	176
Q9NVI7	176
Q9NPL8	176
Q9H0Y0	175
P30041	175
Q86UP2	175
Q9C0C7	175
P32119	175
O95835	175
Q06787	175
Q9Y3M2	175
Q9BQ66	175
Q6RW13	175
Q9GZY8	175
Q9BWG6	175
Q16790	175
Q9UJX2	174
Q8ND90	174
A6NJ78	174
Q13428	174
P62314	174
Q13011	174
P26367	174
P82673	174
P61160	174
P84077	173
P11388	173
P04899	173
P82930	173
Q9Y5Q3	173
O00231	173
Q9Y385	173
Q6W2J9	173
Q9H4K7	173
Q8NDV7	173
P68133	173
Q9GZT6	173
Q3KNW5	173
Q6NUQ1	173
P49336	173
O15355	172
P42677	172
O60232	172
P53007	172
P10644	172
P30825	172
P62826	172
Q14694	172
P55060	172
Q9BV73	172
Q9H3F6	172
Q9Y6M1	172
Q7Z5P4	172
O00459	172
Q8TAF8	172
P25963	171
O75251	171
Q96D03	171
Q09161	171
Q99986	171
Q13114	171
P13804	171
Q15388	171
Q9UKV5	171
P17066	170
O14920	170
O14818	170
P19474	170
P29558	170
O15016	170
Q9NY74	170
O14641	170
Q8IXL6	170
Q96N21	169
Q9NZD8	169
P98175	169
O94888	169
Q9UGI0	169
O75570	169
P61968	169
Q9NVP1	169
P62736	169
P04075	168
Q9UBT2	168
Q96RT1	168
Q15303	168
Q8IY57	168
O43290	168
Q29RF7	168
Q07157	168
Q14671	168
P83916	168
Q15836	168
Q969G3	168
P61158	168
Q15750	168
Q92600	168
P53355	167
P14635	167
O15372	167
Q14697	167
P38606	167
O00232	167
O14757	167
Q9NR31	167
P41182	167
Q92879	167
Q53EZ4	167
Q14257	167
Q3ZCQ8	167
O75746	167
Q01105	166
P08631	166
P60174	166
Q05516	166
Q08AM6	166
Q03164	166
Q96H55	166
Q9BQB6	166
Q13465|Q03112	166
Q5VYK3	166
P62910	166
P63173	166
P26651	166
P19367	166
Q13042	166
Q9H0A0	165
P57678	165
Q9UJ41	165
Q12834	165
Q9P2E9	165
P05455	165
Q99848	165
P01892|P30443|P30450|P04439	165
P48730	165
P22061	165
Q86VS8	165
Q8TAQ2	165
P54259	164
P54132	164
P49959	164
Q04637	164
Q13153	164
P39656	164
Q13243	164
Q3B820	164
Q8N5R6	164
Q16635	164
Q6UB99	164
O76021	164
P42696	164
Q9NQ55	164
P13693	164
Q9H6H4	164
P09493	164
Q15020	164
P35609	163
O43395	163
P28799	163
P84243	163
Q96LL9	163
Q96RQ1	163
Q15831	163
Q9BQG0	163
P62316	163
P46060	163
P49768	163
Q8IY81	163
P47756	163
Q9Y3D6	163
P62714	162
Q8IWR0	162
Q7Z3Y8	162
O95433	162
Q14157	162
Q9Y4A5	162
Q96IW7	162
P05771	162
Q9H7E2	162
Q96MT8	162
Q969R5	162
Q15560	162
Q14108	162
P40429	161
O75190	161
Q13190	161
Q9UJX6	161
Q9UJZ1	161
O75380	161
O96028	161
P50454	161
Q13438	161
O14654	161
P08574	161
Q5VU43	160
O95684	160
Q9NP66	160
P48426	160
P15498	160
Q9UNX3	160
P46109	160
Q96S59	160
Q02218	160
P78424	160
P09661	160
O00410	160
Q9UJC3	160
P01023	160
Q15811	160
P61326	160
Q9BUZ4	160
Q8N5K1	160
Q5T4S7	160
P16070	160
Q9Y3C5	159
Q15047	159
Q15262	159
Q8WXX5	159
Q9UNP9	159
Q9UDY2	159
O60504	159
Q5T8D3	159
P60331	159
Q7KZI7	159
P52434	159
Q96HB5	159
Q9NSE4	159
Q03989	158
O15111	158
Q49AN0	158
Q9H257	158
Q13435	158
Q9Y4L1	158
O00541	158
Q15834	158
P0C0S5	158
Q13794	158
P51610	157
P52294	157
Q14457	157
Q9BVP2	157
Q14152	157
P62841	157
Q9UI09	157
Q8IX90	157
Q8N5N7	157
Q13469	156
O00257	156
P46776	156
Q9Y266	156
P16220	156
Q9HC98	156
P05362	156
Q71DI3	156
Q14444	156
Q8N684	156
Q8IXB1	156
Q9Y5B8	156
Q8IXB3	156
Q9UQM7	155
P04083	155
O15524	155
P36894	155
Q99814	155
P10321	155
Q92665	155
P61244	155
Q96KQ7	155
Q9Y2Z0	155
Q9BWF3	155
Q16629	155
Q9BXS5	155
P25398	155
Q8N0Z3	155
Q9NY93	155
P62854	155
P83105	155
Q9Y5A9	154
O95985	154
P20073	154
P78406	154
P62633	154
P40855	154
P41252	154
Q15007	154
P21580	153
Q8IX18	153
Q8WXW3	153
P51858	153
O00214	153
Q15185	153
P62487	153
P28288	153
Q9NX04	153
P18077	153
Q9NZ01	153
Q9BSM1	153
Q8N3U4	153
Q8WU79	153
Q9P2R3	153
Q96DV4	153
Q8IZH2	152
Q9H3N1	152
Q8TDN6	152
Q01130	152
P41219	152
Q9NRA8	152
Q8IUR7	152
Q13330	152
Q13451	152
P17813	152
Q15418	152
Q9BYJ9	152
Q01814	152
P21964	151
Q9C0F1	151
Q9UPN9	151
P78352	151
P16333	151
P63172	151
Q9HDC5	151
Q15427	151
Q99613	151
P59991	151
Q04724	151
P33991	151
Q14566	151
Q9H944	151
Q8WUM4	151
Q9BYQ3	151
P31930	151
P09211	151
Q13424	151
Q8N163	150
Q8WZ42	150
Q6P2H3	150
Q92569	150
Q2KHM9	150
Q04323	150
P09012	150
Q15139	150
Q05639	150
P51965	150
Q9Y3E5	150
O96017	150
Q13151	150
Q96BP2	150
P43405	150
O00746	150
Q9NX58	150
Q9ULD4	150
O60749	150
Q9BQ95	149
P28074	149
P28066	149
P08754	149
P46098	149
O75478	149
Q2NL82	149
P53618	149
O95400	149
Q92574	149
O15084	149
Q9UQ80	149
Q9UKR5	149
Q15165	149
P14314	149
P19174	148
Q8TDD1	148
P82675	148
Q14696	148
Q8N5H7	148
Q15046	148
P55795	148
Q92552	148
P51970	148
Q9H300	148
Q13885	148
Q6R327	148
Q969P0	148
O75716	148
Q96CS2	148
Q9H0M0	148
Q86UW9	148
Q16718	148
O75340	148
P11717	148
Q9Y5U4	148
Q92616	148
Q8N1F7	147
P49711	147
Q14980	147
Q96AQ8	147
Q9H0U4	147
P01100	147
P51812	147
Q96EV8	147
Q13233	147
P15056	147
O95295	147
Q9Y5S9	147
P16435	147
Q9BQY4	147
Q15293	147
P45984	147
Q9UHD4	147
P12277	147
Q8N3Y1	147
Q9UBU8	147
Q03468	146
P15622	146
P35580	146
Q15797	146
P42566	146
Q01094	146
O75928	146
Q9UK80	146
P50542	146
Q96ED9	146
Q15366	146
Q8IZP0	146
Q9H307	146
O75880	146
Q96NL6	146
Q8IWZ5	146
Q8NE86	146
P20674	146
P49756	146
Q9H3J6	145
P52701	145
Q5J8M3	145
Q13155	145
Q96GC9	145
Q8N7H5	145
Q96DA6	145
P19793	145
Q96AP4	145
P82650	145
P41250	145
P80723	145
O75365	145
Q15008	145
P62318	145
Q9UHP7	145
Q13422	145
O76003	145
Q00535	145
P09234	145
Q8WVZ9	145
Q96SW2	145
P54727	144
Q14978	144
P21281	144
P52732	144
O95619	144
Q15758	144
Q6P5W5	144
P62857	144
Q96CM3	144
Q8WWQ0	144
O95373	144
Q68CZ1	143
Q9NPG2	143
Q99798	143
O95967	143
Q9Y6Y8	143
P52948	143
P54709	143
P61236	143
Q96A33	143
Q03001	143
P07954	143
P78337	143
Q96SQ5	143
P63027	143
P51665	142
O43251	142
P10276	142
P62873	142
O14936	142
Q9NYF8	142
Q01167	142
Q15397	142
O43542	142
Q9NQG5	142
Q15349	142
Q96AE4	142
Q96JN2	142
P07951	142
Q70EL1	142
Q9Y2S7	142
Q15014	142
Q99523	141
Q14254	141
P37802	141
Q8WXI9	141
Q7Z7A1	141
P25685	141
Q96PM5	141
P50570	141
Q5BJF6	141
P24534	141
Q02930	141
Q9UNK0	141
Q96DB2	141
Q16777	141
Q96HS1	140
Q6NZI2	140
Q9UBL3	140
P84090	140
P54219	140
Q8TAP4	140
Q14008	140
Q14684	140
Q15436	140
Q99575	140
Q68D86	140
Q9UJS0	140
O15198	140
P63220	140
Q9NYZ3	140
O15371	140
Q96GF1	140
Q96DZ9	140
P52907	140
P31942	140
P51648	140
Q99081	139
P08473	139
Q7Z3K3	139
P15151	139
Q5JTV8	139
Q12874	139
Q99700	139
Q9Y6H1	139
Q8WWM7	139
P49917	139
P35052	139
Q9BU76	139
O43597	139
P24593	139
Q13432	139
O43189	139
P14868	139
Q92597	139
Q9NQ29	139
P34947	139
O15552	139
P35241	138
Q8TAT6	138
P17706	138
P46100	138
O60716	138
P42285	138
O94986	138
Q9NQB0	138
Q9GZT8	138
P83111	138
O75369	138
O43159	138
O15063	138
Q9Y5B0	138
Q9BUF5	138
O00425	138
P49286	138
P60520	137
Q9GZM8	137
P42336	137
P54652	137
O60563	137
Q9NZB2	137
Q9Y679	137
Q9H4L7	137
Q9H0H5	137
P61421	137
O75420	137
Q96KM6	137
O14735	137
P49721	137
Q9NZM5	137
Q9BWT7	137
Q92805	137
Q9H9D4	137
P21912	137
Q9Y2J4	137
O95782	137
P00403	137
P23458	137
O43684	136
P02511	136
Q92621	136
P84996|Q5JWF2|O95467|P63092	136
Q8N137	136
O43559	136
P60228	136
P15374	136
P06702	136
Q9HC77	136
O43186	136
P0CW22|P08708	136
O94822	136
P19012	136
P05204	136
Q9GZM5	136
Q96C92	136
P43699	136
Q6P1X5	136
O00139	136
O96019	136
Q8N6L0	136
P50613	136
O75947	135
P07384	135
Q9GZS3	135
P10415	135
Q9NQ86	135
O95486	135
O43615	135
Q9Y6Q9	135
Q13347	135
Q8N8B7	135
P40259	135
Q96RU7	135
Q5JRA6	135
Q9ULX6	135
P20036	135
Q8TBE3	135
Q7Z3C6	135
P35372	135
O95644	135
P14416	135
Q13277	135
P37173	134
Q9Y3D9	134
P25789	134
P22392	134
P26038	134
Q9H9J2	134
Q12959	134
O95721	134
Q13546	134
P35638	134
P98179	134
Q01974	134
O00422	134
P61086	134
Q9H078	134
Q9Y676	134
Q13423	134
O15162	134
Q16630	134
Q9BSI4	134
Q8WV16	134
Q9H8H2	134
Q13387	133
O95229	133
P13674	133
O95678	133
P57740	133
Q9Y2K1	133
O75925	133
Q9UMR2	133
Q8NHV4	133
Q07954	133
Q16827	133
Q8N1B4	133
Q15650	133
Q8N3V7	133
Q96LK0	133
P55735	133
Q6UVJ0	133
Q92598	133
P29972	133
P27448	133
Q13523	133
Q3V5L5	133
Q7Z739	133
Q15648	133
Q02978	133
Q8WYQ5	132
P25445	132
P09067	132
Q9Y2K6	132
P61254	132
O95425	132
Q13291	132
Q06587	132
Q96C36	132
Q8WUI4	132
Q3ZCM7	132
P52565	132
Q86XP3	132
Q9Y399	132
O43678	132
P33176	132
Q9BUB7	132
O95995	132
O75494	132
Q96GQ5	132
O43561	132
Q01780	131
Q8NAX2	131
Q86XR8	131
Q9Y3F4	131
P30304	131
Q8TAA9	131
Q9UKV3	131
Q92878	131
Q04721	131
O94979	131
P82912	131
Q16236	131
Q99959	131
Q02790	131
P55061	131
P05090	131
Q9C005	131
P23508	131
P55040	131
Q7L190	131
P28070	131
O00743	131
Q99757	131
Q92904	131
Q6ZUT1	131
Q8IUC1	130
Q8IUH3	130
Q8WUK0	130
P30273	130
Q9Y618	130
